Education_2017-2020_final_version,,,,,,,,
Year,Federal Information Processing Standard (FIPS) Code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher,
2017,12087,FL,Monroe County,1684.83,5928.91,6099.52,7613.74,
2017,12089,FL,Nassau County,7031.29,25560.79,23823.65,26305.28,
2017,12091,FL,Okaloosa County,14410.87,49930.62,71242.47,67386.04,
2017,12093,FL,Okeechobee County,8071.37,15269.04,11358.17,6906.43,
2017,12095,FL,Orange County,334992.00,775267.20,941168.00,1138972.80,
2017,12097,FL,Osceola County,47192.12,103893.10,115515.04,85579.74,
2017,12099,FL,Palm Beach County,160355.35,344249.10,407508.55,559037.00,
2017,12101,FL,Pasco County,50461.73,175564.76,162423.69,137192.82,
2017,12103,FL,Pinellas County,76680.32,258189.44,305750.66,330987.22,
2017,12105,FL,Polk County,2736.05,6820.00,6337.17,4224.78,
2017,12107,FL,Putnam County,13296.98,30854.88,19908.74,9329.93,
2017,12109,FL,St. Johns County,12922.04,53151.02,65829.24,112153.52,
2017,12111,FL,St. Lucie County,36993.71,98440.88,102202.96,75868.45,
2017,12113,FL,Santa Rosa County,13418.94,47401.98,62737.92,50713.15,
2017,12115,FL,Sarasota County,26404.50,112323.89,124059.22,156331.39,
2017,12117,FL,Seminole County,26834.22,95307.75,146662.90,193854.12,
2017,12119,FL,Sumter County,989.59,3831.47,3691.92,4161.34,
2017,12121,FL,Suwannee County,7556.49,17941.14,11666.16,7070.40,
2017,12123,FL,Taylor County,3886.27,9693.85,5654.75,2598.13,
2017,12125,FL,Union County,8954.92,14556.68,11637.46,4339.39,
2017,12127,FL,Volusia County,47943.59,168071.90,186387.43,136827.77,
2017,12129,FL,Wakulla County,3790.16,11466.84,10439.00,6424.00,
2017,12131,FL,Walton County,6017.09,19350.41,20854.68,22222.20,
2017,12133,FL,Washington County,2711.08,6959.55,4793.99,2066.38,
2017,13001,GA,Appling County,4111.66,7112.06,5500.74,1796.54,
2017,13003,GA,Atkinson County,2769.54,2752.86,1910.32,909.28,
2017,13005,GA,Bacon County,1890.27,4459.69,3723.95,1256.41,
2017,13007,GA,Baker County,4638.41,9644.50,8852.58,5147.51,
2017,13009,GA,Baldwin County,30405.80,69529.36,58897.96,53794.88,
2017,13011,GA,Banks County,4304.45,5925.61,5329.32,3074.61,
2017,13013,GA,Barrow County,9724.50,27196.98,25694.83,16523.75,
2017,13015,GA,Bartow County,14077.24,38764.93,31411.15,20800.69,
2017,13017,GA,Ben Hill County,2753.35,8498.00,3875.09,1852.56,
2017,13019,GA,Berrien County,3722.08,7808.70,5141.85,2494.18,
2017,13021,GA,Bibb County,3082.85,6959.08,6845.74,5780.34,
2017,13023,GA,Bleckley County,1590.92,4464.84,4721.44,2052.80,
2017,13025,GA,Brantley County,3502.70,8485.14,5525.65,1217.52,
2017,13027,GA,Brooks County,2868.01,5315.17,4785.21,2618.62,
2017,13029,GA,Bryan County,2853.62,10043.26,11748.02,12415.10,
2017,13031,GA,Bulloch County,8985.58,22616.25,22997.00,21550.17,
2017,13033,GA,Burke County,3626.04,8198.01,7297.13,3400.82,
2017,13035,GA,Butts County,4523.09,9960.43,6640.28,2935.20,
2017,13037,GA,Calhoun County,26846.35,43826.10,30861.83,13193.72,
2017,13039,GA,Camden County,4349.61,17133.21,19997.59,11563.59,
2017,13043,GA,Candler County,2364.54,4135.25,2936.78,1360.42,
2017,13045,GA,Carroll County,4023.94,9668.62,8243.48,6007.96,
2017,13047,GA,Catoosa County,7253.95,21961.50,22627.00,14707.55,
2017,13049,GA,Charlton County,2441.28,5162.29,3572.92,1538.52,
2017,13051,GA,Chatham County,27307.09,70882.24,89183.81,103127.86,
2017,13053,GA,Chattahoochee County,506.81,2596.09,4685.38,2554.72,
2017,13055,GA,Chattooga County,6935.60,9041.05,6118.19,2699.93,
2017,13057,GA,Cherokee County,2094.42,5843.68,8015.67,9929.09,
2017,13059,GA,Clarke County,2480.55,4623.94,5659.51,11319.01,
2017,13061,GA,Clay County,2619.93,4050.20,4290.81,2419.43,
2017,13063,GA,Clayton County,41632.34,94385.64,91534.11,57600.91,
2017,13065,GA,Clinch County,1735.57,2495.72,1762.47,739.97,
2017,13067,GA,Cobb County,53658.53,137547.23,194228.78,370319.46,
2017,13069,GA,Coffee County,11827.27,20334.61,12449.76,7262.36,
2017,13071,GA,Colquitt County,10817.06,17646.48,10771.23,6600.24,
2017,13073,GA,Columbia County,1677.52,5363.33,7726.03,8860.13,
2017,13075,GA,Cook County,3213.52,5511.36,5666.86,2867.98,
2017,13077,GA,Coweta County,13595.83,38068.32,43220.43,48229.42,
2017,13079,GA,Crawford County,11780.25,25072.41,18961.80,7118.55,
2017,13081,GA,Crisp County,3774.18,9048.93,6798.06,3114.83,
2017,13083,GA,Dade County,2801.02,5732.32,5080.92,2670.74,
2017,13085,GA,Dawson County,2827.96,5704.69,7850.04,7996.31,
2017,13087,GA,Decatur County,4167.70,9537.61,9136.87,3900.54,
2017,13089,GA,DeKalb County,6660.38,14609.87,17331.31,33015.44,
2017,13091,GA,Dodge County,2922.93,8540.76,6032.43,3233.88,
2017,13093,GA,Dooly County,2747.40,5879.44,3241.93,1868.23,
2017,13095,GA,Dougherty County,14678.33,26582.09,27924.62,20227.45,
2017,13097,GA,Douglas County,39229.98,98577.91,98913.21,98577.91,
2017,13099,GA,Early County,2038.61,3994.85,2779.92,1482.62,
2017,13101,GA,Echols County,826.56,1779.07,928.90,401.47,
2017,13103,GA,Effingham County,5758.27,21833.45,17874.64,14455.66,
2017,13105,GA,Elbert County,5333.54,10256.80,6846.41,3230.89,
2017,13107,GA,Emanuel County,4483.47,9732.96,5452.26,2883.84,
2017,13109,GA,Evans County,2456.70,4116.05,2499.80,1702.45,
2017,13111,GA,Fannin County,3139.93,8432.23,7824.50,5950.67,
2017,13113,GA,Fayette County,839.87,3425.34,4578.10,7608.22,
2017,13115,GA,Floyd County,15910.92,32212.29,28991.06,20401.12,
2017,13117,GA,Forsyth County,14589.89,33283.18,52660.38,127433.55,
2017,13119,GA,Franklin County,5732.09,10928.77,9605.98,5228.17,
2017,13121,GA,Fulton County,819.74,1989.08,2519.50,6738.75,
2017,13123,GA,Gilmer County,4601.10,10827.92,8527.37,6748.28,
2017,13125,GA,Glascock County,557.28,1255.42,894.10,355.19,
2017,13127,GA,Glynn County,9381.02,23111.42,26863.83,25925.73,
2017,13129,GA,Gordon County,13301.74,19353.17,15242.76,9191.33,
2017,13131,GA,Grady County,5038.26,9307.13,6701.13,3797.31,
2017,13133,GA,Greene County,1032.92,2582.30,2065.84,2657.27,
2017,13135,GA,Gwinnett County,111351.46,205217.98,249390.46,354300.10,
2017,13137,GA,Habersham County,8690.57,15197.35,10294.98,10384.11,
2017,13139,GA,Hall County,38670.99,56411.81,54418.46,50033.09,
2017,13141,GA,Hancock County,2653.91,3090.52,2028.96,787.61,
2017,13143,GA,Haralson County,4944.26,11351.33,8016.14,4944.26,
2017,13145,GA,Harris County,2272.31,8682.24,12005.91,10988.46,
2017,13147,GA,Hart County,4617.13,9260.05,7635.02,4281.80,
2017,13149,GA,Heard County,2111.40,4938.33,3448.62,1231.65,
2017,13151,GA,Henry County,1303.17,5384.16,5624.22,4835.45,
2017,13153,GA,Houston County,7304.22,29425.57,35060.26,32555.95,
2017,13155,GA,Irwin County,1985.51,3246.45,2568.93,1609.11,
2017,13157,GA,Jackson County,7111.53,16662.79,15105.52,12977.25,
2017,13159,GA,Jasper County,1731.54,6102.27,3881.99,2248.20,
2017,13161,GA,Jeff Davis County,3080.13,5303.83,4717.85,1923.20,
2017,13163,GA,Jefferson County,133816.99,272248.36,179960.78,73170.87,
2017,13165,GA,Jenkins County,1560.53,3883.78,2621.33,701.36,
2017,13167,GA,Johnson County,6584.90,11868.74,5682.13,2416.23,
2017,13169,GA,Jones County,2505.36,11729.64,9195.81,5039.19,
2017,13171,GA,Lamar County,1436.44,5062.40,4908.99,2538.17,
2017,13173,GA,Lanier County,1532.48,4503.60,2595.83,1803.53,
2017,13175,GA,Laurens County,6436.88,19736.61,13252.40,7904.11,
2017,13177,GA,Lee County,14221.15,44279.50,53329.32,49612.43,
2017,13179,GA,Liberty County,708.81,2522.05,3395.70,1623.67,
2017,13181,GA,Lincoln County,2251.59,5963.30,3616.19,1814.92,
2017,13183,GA,Long County,3327.45,6768.98,6122.51,2795.06,
2017,13185,GA,Lowndes County,1118.44,3284.78,3012.72,2660.06,
2017,13187,GA,Lumpkin County,3813.27,8744.22,9631.79,10683.73,
2017,13189,GA,McDuffie County,3418.18,8642.20,5997.94,3439.68,
2017,13191,GA,McIntosh County,2327.49,5106.37,4104.85,2553.19,
2017,13193,GA,Macon County,5138.87,6808.07,4895.06,1894.26,
2017,13195,GA,Madison County,65710.37,118784.13,102898.11,73653.38,
2017,13197,GA,Marion County,6861.59,10948.71,7756.58,4266.12,
2017,13199,GA,Meriwether County,4336.09,8545.89,5683.23,2483.78,
2017,13201,GA,Miller County,6553.62,12711.38,16010.18,8708.83,
2017,13205,GA,Mitchell County,3901.10,8069.70,7713.03,2608.16,
2017,13207,GA,Monroe County,2409.95,7485.78,5289.10,6142.18,
2017,13209,GA,Montgomery County,43289.39,84992.25,58248.02,40342.99,
2017,13211,GA,Morgan County,12475.89,43249.75,30892.68,32318.50,
2017,13213,GA,Murray County,10820.70,13645.23,11218.52,4057.76,
2017,13215,GA,Muscogee County,22510.73,52007.54,65979.72,53560.01,
2017,13217,GA,Newton County,861.08,2622.38,2653.69,1698.68,
2017,13219,GA,Oconee County,1521.12,7187.29,9735.17,19622.45,
2017,13221,GA,Oglethorpe County,2246.43,5504.49,3957.28,3168.80,
2017,13223,GA,Paulding County,14668.94,47674.06,55805.75,41296.26,
2017,13225,GA,Peach County,4064.85,8563.28,8590.38,5880.48,
2017,13227,GA,Pickens County,2400.94,6718.61,6133.50,4943.12,
2017,13229,GA,Pierce County,2683.67,8147.55,5483.19,2992.59,
2017,13231,GA,Pike County,3958.77,12042.65,10479.11,6786.47,
2017,13233,GA,Polk County,3621.24,8288.62,5532.45,2655.58,
2017,13235,GA,Pulaski County,77215.38,143006.03,124096.14,49244.50,
2017,13237,GA,Putnam County,9109.54,26079.72,19247.57,19027.18,
2017,13239,GA,Quitman County,733.34,834.73,575.35,214.58,
2017,13241,GA,Rabun County,2390.69,5047.01,4831.18,4333.12,
2017,13243,GA,Randolph County,4760.70,8410.57,6710.32,2811.08,
2017,13245,GA,Richmond County,27444.80,64374.20,64374.20,45606.80,
2017,13247,GA,Rockdale County,9573.07,26190.48,29351.40,25197.05,
2017,13249,GA,Schley County,708.97,1855.83,1855.83,797.59,
2017,13251,GA,Screven County,2316.20,5302.14,4283.57,2051.09,
2017,13253,GA,Seminole County,65234.92,184138.28,140185.68,73100.12,
2017,13255,GA,Spalding County,10591.56,25563.58,17064.18,12160.68,
2017,13257,GA,Stephens County,4168.29,10433.67,7067.97,4220.07,
2017,13259,GA,Stewart County,1735.65,2082.78,1238.90,921.69,
2017,13261,GA,Sumter County,2118.73,4668.82,3438.18,2461.28,
2017,13263,GA,Talbot County,1131.07,2605.83,1630.99,881.11,
2017,13265,GA,Taliaferro County,286.53,735.86,465.61,140.01,
2017,13267,GA,Tattnall County,5598.81,9854.93,6232.16,3673.43,
2017,13269,GA,Taylor County,5196.25,8252.87,4999.76,3384.12,
2017,13271,GA,Telfair County,4732.74,7131.09,2989.94,1135.22,
2017,13273,GA,Terrell County,1815.63,3203.54,2775.82,934.00,
2017,13275,GA,Thomas County,5910.83,13747.15,13791.93,11373.87,
2017,13277,GA,Tift County,6495.68,13600.33,13275.55,7226.44,
2017,13279,GA,Toombs County,4778.82,8963.67,8720.68,4535.83,
2017,13281,GA,Towns County,862.95,3256.20,3762.46,3624.39,
2017,13283,GA,Treutlen County,1671.52,2844.28,1267.12,957.08,
2017,13285,GA,Troup County,9002.39,25122.96,21912.80,13747.84,
2017,13287,GA,Turner County,1616.08,2706.74,2770.43,867.75,
2017,13289,GA,Twiggs County,1602.10,3449.43,2206.98,915.49,
2017,13291,GA,Union County,4852.23,13333.76,11440.21,9822.80,
2017,13293,GA,Upson County,4521.36,9199.52,8598.42,3815.71,
2017,13295,GA,Walker County,9993.05,22164.07,19409.57,12491.31,
2017,13297,GA,Walton County,8341.87,23111.09,21059.81,15863.23,
2017,13299,GA,Ware County,6528.52,15029.95,9182.98,5129.55,
2017,13301,GA,Warren County,1511.36,2041.66,1262.11,487.88,
2017,13303,GA,Washington County,2644.96,7604.26,3587.23,2678.02,
2017,13305,GA,Wayne County,4621.64,13059.85,8110.22,4025.30,
2017,13307,GA,Webster County,505.37,820.58,927.38,354.28,
2017,13309,GA,Wheeler County,2147.04,3912.38,1160.99,723.63,
2017,13311,GA,White County,11694.37,24573.98,25443.15,17225.49,
2017,13313,GA,Whitfield County,28990.27,32862.61,24385.31,18419.81,
2017,13315,GA,Wilcox County,1897.26,4330.48,3129.95,1350.59,
2017,13317,GA,Wilkes County,1899.26,4510.75,2285.05,1196.93,
2017,13319,GA,Wilkinson County,1191.55,4631.80,2239.75,895.90,
2017,13321,GA,Worth County,3100.48,8993.45,6221.50,2217.56,
2017,15001,HI,Hawaii County,14427.43,58912.01,66726.87,60515.06,
2017,15003,HI,Honolulu County,72171.45,253094.40,305492.85,357891.30,
2017,15005,HI,Kalawao County,5.63,24.38,26.22,31.86,
2017,15007,HI,Kauai County,5700.56,21286.91,23451.68,21719.86,
2017,15009,HI,Maui County,12303.24,50044.26,53868.24,49878.00,
2017,16001,ID,Ada County,22842.45,95024.59,152587.57,185937.54,
2017,16003,ID,Adams County,37737.53,188184.46,184662.29,93085.90,
2017,16005,ID,Bannock County,5713.02,21914.13,32999.10,24728.01,
2017,16007,ID,Bear Lake County,415.93,2260.50,2200.22,1151.35,
2017,16009,ID,Benewah County,1304.13,3333.79,2874.59,1671.49,
2017,16011,ID,Bingham County,4914.19,15431.47,16625.57,9001.69,
2017,16013,ID,Blaine County,2202.40,5307.78,5175.64,9338.18,
2017,16015,ID,Boise County,386.37,2238.03,2638.98,2026.62,
2017,16017,ID,Bonner County,3528.36,13242.24,15202.44,11586.96,
2017,16019,ID,Bonneville County,8594.63,28992.54,41139.61,35868.24,
2017,16021,ID,Boundary County,1394.87,4506.52,4077.32,1943.29,
2017,16023,ID,Butte County,24763.75,73603.37,97220.66,33706.22,
2017,16025,ID,Camas County,225.91,292.03,327.29,257.87,
2017,16027,ID,Canyon County,29254.37,65226.40,77361.54,44856.69,
2017,16029,ID,Caribou County,724.50,2025.79,2954.28,1329.43,
2017,16031,ID,Cassia County,3715.25,6933.55,8590.03,4425.17,
2017,16033,ID,Clark County,7713.38,6041.40,4235.67,4280.26,
2017,16035,ID,Clearwater County,649.50,2999.65,3358.58,1546.83,
2017,16037,ID,Custer County,633.62,1398.84,1501.19,1340.35,
2017,16039,ID,Elmore County,8739.44,24421.42,32507.45,15927.02,
2017,16041,ID,Franklin County,2299.14,14708.17,9605.98,4881.73,
2017,16043,ID,Fremont County,5469.29,13554.32,18405.33,10130.07,
2017,16045,ID,Gem County,2120.24,5978.38,5596.04,3701.73,
2017,16047,ID,Gooding County,3448.27,5187.53,4143.98,2344.22,
2017,16049,ID,Idaho County,1276.78,5401.77,6072.90,3601.18,
2017,16051,ID,Jefferson County,54054.15,160844.07,278181.13,166117.64,
2017,16053,ID,Jerome County,5599.60,7017.22,7796.91,3213.27,
2017,16055,ID,Kootenai County,10246.41,42561.99,63212.44,41773.81,
2017,16057,ID,Latah County,1376.66,8063.27,12625.89,17267.19,
2017,16059,ID,Lemhi County,787.50,2346.75,3016.13,1724.63,
2017,16061,ID,Lewis County,388.70,1057.26,1702.51,734.64,
2017,16063,ID,Lincoln County,2551.80,4639.64,4857.98,1610.23,
2017,16065,ID,Madison County,15886.02,62822.00,151278.27,131059.70,
2017,16067,ID,Minidoka County,4332.36,7151.51,6571.09,2674.04,
2017,16069,ID,Nez Perce County,2746.18,12196.27,15184.76,10257.79,
2017,16071,ID,Oneida County,438.27,1584.87,1407.79,996.08,
2017,16073,ID,Owyhee County,2918.63,3604.68,3558.17,1546.52,
2017,16075,ID,Payette County,3226.89,8310.97,7382.37,4294.78,
2017,16077,ID,Power County,1558.00,2454.80,2538.40,1048.80,
2017,16079,ID,Shoshone County,1454.87,4640.54,5041.88,1417.25,
2017,16081,ID,Teton County,864.96,2025.82,3186.68,5303.55,
2017,16083,ID,Twin Falls County,11066.12,23409.10,30729.76,20004.14,
2017,16085,ID,Valley County,1015.27,2671.75,3858.01,3152.67,
2017,16087,ID,Washington County,2016.78,4959.30,6678.52,2892.93,
2017,17001,IL,Adams County,38240.69,175605.28,160007.11,129313.92,
2017,17003,IL,Alexander County,871.47,2380.76,2286.03,776.75,
2017,17005,IL,Bond County,1898.18,5542.00,5914.85,3592.98,
2017,17007,IL,Boone County,4822.15,12148.83,11139.54,9270.49,
2017,17009,IL,Brown County,1296.19,2572.23,1974.50,873.08,
2017,17011,IL,Bureau County,3124.84,11801.27,11535.32,6781.57,
2017,17013,IL,Calhoun County,8260.42,46579.57,39925.34,19847.94,
2017,17015,IL,Carroll County,3381.22,10115.73,8886.19,5560.86,
2017,17017,IL,Cass County,1888.26,5227.09,3113.75,2275.91,
2017,17019,IL,Champaign County,10888.75,44811.39,58422.32,95276.55,
2017,17021,IL,Christian County,3508.81,13836.64,9731.99,6024.56,
2017,17023,IL,Clark County,1560.51,8315.29,7222.93,5216.56,
2017,17025,IL,Clay County,1550.57,5239.86,4598.25,1978.32,
2017,17027,IL,Clinton County,3272.42,12299.78,13352.97,8688.83,
2017,17029,IL,Coles County,4210.30,16789.22,17620.88,13358.60,
2017,17031,IL,Cook County,2073.24,3870.05,4284.70,7031.74,
2017,17033,IL,Crawford County,8630.45,18205.84,25261.40,10898.31,
2017,17035,IL,Cumberland County,774.47,4254.12,3795.98,2094.34,
2017,17037,IL,DeKalb County,5299.66,18119.10,24493.01,23776.84,
2017,17039,IL,De Witt County,1100.00,6695.64,4814.48,3331.88,
2017,17041,IL,Douglas County,53983.14,114672.26,102266.20,64042.11,
2017,17043,IL,DuPage County,60458.32,168353.17,229741.62,471574.90,
2017,17045,IL,Edgar County,2079.36,6671.28,5406.34,3153.70,
2017,17047,IL,Edwards County,512.39,2231.18,2879.78,862.64,
2017,17049,IL,Effingham County,4138.76,19674.10,22313.30,13855.84,
2017,17051,IL,Fayette County,2239.65,6751.88,5401.50,2074.97,
2017,17053,IL,Ford County,1088.96,4674.56,4621.44,2881.76,
2017,17055,IL,Franklin County,3275.48,10298.87,12314.55,5574.62,
2017,17057,IL,Fulton County,1265.78,4460.35,4134.87,2206.07,
2017,17059,IL,Gallatin County,609.60,1991.36,1925.32,558.80,
2017,17061,IL,Greene County,774.69,3715.18,2465.68,1374.45,
2017,17063,IL,Grundy County,3237.50,16035.76,17856.86,13455.88,
2017,17065,IL,Hamilton County,1673.71,4581.43,5262.26,2652.41,
2017,17067,IL,Hancock County,565.03,2944.98,2953.55,2097.45,
2017,17069,IL,Hardin County,614.99,1383.73,1505.11,542.16,
2017,17071,IL,Henderson County,509.63,2915.06,2106.45,1263.87,
2017,17073,IL,Henry County,1320.32,5898.57,5812.83,4098.13,
2017,17075,IL,Iroquois County,3233.62,10732.26,9477.84,4432.28,
2017,17077,IL,Jackson County,4360.36,11887.16,17960.51,17752.88,
2017,17079,IL,Jasper County,1117.12,5250.46,4845.51,2764.87,
2017,17081,IL,Jefferson County,66578.90,208965.45,263678.80,119973.85,
2017,17083,IL,Jersey County,1667.52,8183.99,7174.71,4914.78,
2017,17085,IL,Jo Daviess County,1684.33,7709.06,6780.52,5420.09,
2017,17087,IL,Johnson County,4487.29,8655.95,8815.26,4593.50,
2017,17089,IL,Kane County,74853.38,120834.74,147033.43,192480.12,
2017,17091,IL,Kankakee County,11508.53,38142.54,37265.70,22688.24,
2017,17093,IL,Kendall County,8077.95,31049.63,42535.47,44554.95,
2017,17095,IL,Knox County,5620.82,17824.58,17267.56,9975.69,
2017,17097,IL,Lake County,5910.63,12913.45,15611.78,29745.90,
2017,17099,IL,La Salle County,10346.30,39073.79,40284.52,20362.40,
2017,17101,IL,Lawrence County,5155.64,12095.93,11368.86,4395.52,
2017,17103,IL,Lee County,16806.82,55914.98,58662.25,30058.34,
2017,17105,IL,Livingston County,3615.28,15301.04,11466.65,6135.02,
2017,17107,IL,Logan County,2107.03,7733.03,7298.59,4583.34,
2017,17109,IL,McDonough County,1541.15,10140.77,9216.08,9925.01,
2017,17111,IL,McHenry County,20092.93,80371.72,100155.53,108810.94,
2017,17113,IL,McLean County,6891.60,40143.57,46690.59,78564.24,
2017,17115,IL,Macon County,1556.67,6639.27,6170.40,4407.43,
2017,17117,IL,Macoupin County,4044.69,18405.63,14633.61,8407.51,
2017,17119,IL,Madison County,25273.22,104703.34,128171.33,102898.11,
2017,17121,IL,Marion County,3281.63,10411.72,11276.87,4832.95,
2017,17123,IL,Marshall County,7261.65,37454.82,33632.90,17198.64,
2017,17125,IL,Mason County,1289.21,5609.44,4525.95,2290.41,
2017,17127,IL,Massac County,1821.69,4977.37,5665.88,1879.06,
2017,17129,IL,Menard County,526.54,4138.81,4591.88,2987.78,
2017,17131,IL,Mercer County,1171.35,6012.93,5513.15,2920.57,
2017,17133,IL,Monroe County,1002.37,5459.71,6973.93,7912.32,
2017,17135,IL,Montgomery County,27650.81,90431.75,68220.45,40569.63,
2017,17137,IL,Morgan County,12594.71,46220.20,35051.31,25070.60,
2017,17139,IL,Moultrie County,1982.88,4861.73,4935.17,2908.22,
2017,17141,IL,Ogle County,4595.67,17412.48,18025.24,11029.61,
2017,17143,IL,Peoria County,14274.86,50145.01,58197.50,60210.62,
2017,17145,IL,Perry County,1531.60,3455.43,3259.31,1083.32,
2017,17147,IL,Piatt County,1036.04,5278.85,5032.17,5114.40,
2017,17149,IL,Pike County,2960.76,13739.27,10745.24,5854.99,
2017,17151,IL,Pope County,6958.02,27576.72,20108.03,9256.08,
2017,17153,IL,Pulaski County,42153.29,157582.40,136308.78,57911.53,
2017,17155,IL,Putnam County,4922.09,29165.21,24757.37,14692.80,
2017,17157,IL,Randolph County,3377.83,8705.28,7594.45,2992.44,
2017,17159,IL,Richland County,1224.38,4961.11,6630.72,3084.79,
2017,17161,IL,Rock Island County,15928.88,42863.17,51841.26,34174.69,
2017,17163,IL,St. Clair County,6791.32,24078.33,31134.25,26106.90,
2017,17165,IL,Saline County,14557.41,34842.32,47132.59,22910.02,
2017,17167,IL,Sangamon County,14144.54,54220.75,61293.02,66793.68,
2017,17169,IL,Schuyler County,534.66,2715.51,2567.78,1224.09,
2017,17171,IL,Scott County,626.70,4637.58,2872.38,2308.35,
2017,17173,IL,Shelby County,14525.14,91422.94,70489.65,37167.27,
2017,17175,IL,Stark County,565.14,2124.69,1684.54,1059.63,
2017,17177,IL,Stephenson County,3649.37,15138.14,16669.98,9596.50,
2017,17179,IL,Tazewell County,9079.77,40591.90,47001.15,36986.70,
2017,17181,IL,Union County,4260.49,13925.50,12308.09,8954.92,
2017,17183,IL,Vermilion County,7635.08,32020.60,25632.06,12699.17,
2017,17185,IL,Wabash County,930.61,3814.35,4618.58,2125.47,
2017,17187,IL,Warren County,641.66,1792.41,1681.05,1187.87,
2017,17189,IL,Washington County,1305.95,5471.76,6017.28,3736.01,
2017,17191,IL,Wayne County,3756.94,10376.32,11151.56,4532.18,
2017,17193,IL,White County,8138.65,26944.46,31132.30,12800.59,
2017,17195,IL,Whiteside County,4882.27,21268.72,19416.83,10550.18,
2017,17197,IL,Will County,58876.19,180091.86,208490.96,245201.99,
2017,17199,IL,Williamson County,4914.94,20063.74,24372.74,17909.25,
2017,17201,IL,Winnebago County,33603.80,89135.51,95685.41,66353.27,
2017,17203,IL,Woodford County,2207.38,10882.01,12121.24,13515.37,
2017,18001,IN,Adams County,68933.88,222902.98,138370.93,72456.05,
2017,18003,IN,Allen County,36914.82,105151.31,119320.64,111490.22,
2017,18005,IN,Bartholomew County,6891.36,24940.16,21330.40,28878.08,
